, lat, lon, total_area, mean_width, mean_length, mean_depth, mean_elev, max_elev, min_elev
0,34.672,68.874, 1.2800, , , , 4110, 4250, 3975
1,34.676,68.855, 0.3100, , , , 4350, 4450, 4250
2,34.689,68.854, 0.6000, , , , 4100, 4200, 4000
3,34.707,68.857, 0.5600, , , , 4175, 4350, 4000
4,34.719,68.852, 1.0600, , , , 4050, 4350, 3750
5,34.806,68.868, 0.7500, , , , 3900, 4250, 3550
6,34.818,68.872, 0.8400, , , , 3925, 4150, 3700
7,34.802,68.886, 2.0300, , , , 4225, 4600, 3850
8,34.807,68.891, 0.5300, , , , 3925, 4050, 3800
9,35.175,68.757, 0.8800, , , , 4040, 4250, 3825
10,35.204,68.783, 0.7200, , , , 4325, 4450, 4200
11,35.218,68.805, 0.2500, , , , 4125, 4350, 3900
12,35.207,68.817, 0.2800, , , , 3975, 4150, 3800
13,35.202,68.808, 1.4400, , , , 4090, 4300, 3875
14,35.193,68.841, 0.4100, , , , 4000, 4150, 3850
15,35.243,68.841, 0.5900, , , , 4150, 4350, 3950
16,35.241,68.859, 0.4000, , , , 4000, 4175, 3825
17,35.268,68.924, 1.2200, , , , 3940, 4200, 3675
18,35.24,68.99, 0.3100, , , , 4140, 4250, 4025
19,35.388,69.258, 0.1900, , , , 4610, 4750, 4475
20,35.386,69.257, 0.3400, , , , 4390, 4600, 4175
21,35.367,69.267, 0.4100, , , , 4175, 4400, 3950
22,35.357,69.256, 0.4400, , , , 4090, 4250, 3925
23,35.35,69.287, 0.3400, , , , 4210, 4500, 3925
24,35.353,69.3, 0.6600, , , , 4375, 4500, 4250
25,35.356,69.3, 0.3800, , , , 4240, 4400, 4075
26,35.362,69.294, 0.7800, , , , 4375, 4500, 4250
27,35.383,69.267, 0.0900, , , , 4410, 4500, 4325
28,35.383,69.274, 0.2200, , , , 4275, 4350, 4200
29,35.408,69.271, 0.0800, , , , 4625, 4700, 4550
30,35.357,69.372, 0.4700, , , , 4240, 4500, 3975
31,35.342,69.357, 0.7500, , , , 4100, 4300, 3900
32,35.368,69.402, 1.0000, , , , 4190, 4500, 3875
33,35.374,69.401, 0.5600, , , , 4250, 4525, 3975
34,35.368,69.388, 0.4700, , , , 4390, 4500, 4275
35,35.367,69.375, 0.3800, , , , 4500, 4650, 4350
36,35.385,69.357, 0.9100, , , , 4400, 4575, 4225
37,35.421,69.433, 0.2300, , , , 4350, 4450, 4250
38,35.408,69.472, 0.4100, , , , 4225, 4350, 4100
39,35.408,69.484, 0.5400, , , , 4190, 4375, 4000
40,35.405,69.488, 0.3400, , , , 4050, 4175, 3925
41,35.403,69.492, 0.2500, , , , 4225, 4350, 4100
42,35.452,69.542, 2.0900, , , , 4360, 4850, 3875
43,35.438,69.552, 0.3400, , , , 4540, 4750, 4325
44,35.441,69.568, 2.5600, , , , 4260, 4700, 3825
45,35.456,69.586, 0.4100, , , , 4210, 4425, 4000
46,35.469,69.591, 0.4500, , , , 4675, 4800, 4550
47,35.458,69.591, 0.3000, , , , 4400, 4500, 4300
48,35.452,69.607, 0.2200, , , , 4325, 4475, 4175
49,35.458,69.622, 0.1600, , , , 4425, 4750, 4100
50,35.472,69.618, 1.9600, , , , 4540, 4700, 4375
51,35.483,69.607, 0.1400, , , , 4860, 5000, 4725
52,35.487,69.619, 1.4700, , , , 4325, 4725, 3925
53,35.49,69.633, 0.2000, , , , 4550, 4600, 4525
54,35.491,69.637, 0.4400, , , , 4560, 4750, 4375
55,35.488,69.652, 0.5300, , , , 4250, 4425, 4075
56,35.488,69.672, 0.6600, , , , 4250, 4450, 4050
57,35.486,69.685, 0.3900, , , , 4310, 4500, 4125
58,35.491,69.683, 0.5600, , , , 4390, 4500, 4225
59,35.502,69.674, 0.5600, , , , 4350, 4500, 4200
60,35.519,69.688, 0.1600, , , , 4275, 4375, 4175
61,35.54,69.755, 0.4700, , , , 4390, 4650, 4125
62,35.54,69.769, 0.5800, , , , 4260, 4450, 4075
63,35.555,69.785, 0.8100, , , , 4400, 4650, 4150
64,35.557,69.785, 0.7800, , , , 4375, 4600, 4150
65,35.567,69.769, 2.2800, , , , 4490, 4800, 4175
66,35.7,69.855, 1.9700, , , , 4140, 4550, 3725
67,35.723,69.888, 0.3800, , , , 4610, 4750, 4475
68,35.725,69.938, 0.2500, , , , 4490, 4575, 4400
69,35.737,69.92, 0.6300, , , , 4540, 4775, 4300
70,35.743,69.907, 0.4700, , , , 4650, 4900, 4500
71,35.752,69.908, 0.0600, , , , 4850, 4950, 4750
72,35.753,69.923, 0.1600, , , , 4510, 4650, 4375
73,35.757,69.905, 0.8400, , , , 4575, 4775, 4375
74,35.773,69.917, 0.1400, , , , 4660, 4750, 4550
75,35.772,69.951, 0.0600, , , , 4625, 4775, 4475
76,35.783,69.951, 0.4100, , , , 4600, 4725, 4475
77,35.788,69.955, 0.1300, , , , 4660, 4800, 4525
78,35.774,69.99, 0.4400, , , , 4600, 4750, 4475
79,35.77,69.99, 0.0600, , , , 4710, 4825, 4600
80,35.757,69.987, 0.4700, , , , 4625, 4800, 4450
81,35.743,69.986, 0.3100, , , , 4250, 4500, 4000
82,35.75,70.0, 0.7200, , , , 4650, 4850, 4450
83,35.753,69.992, 0.1700, , , , 4760, 4900, 4625
84,35.767,70.0, 0.1600, , , , 4840, 4950, 4725
85,35.774,70.008, 0.5000, , , , 4625, 4750, 4500
86,35.769,70.02, 0.4100, , , , 4580, 4860, 4300
87,35.758,70.024, 0.5800, , , , 4300, 4550, 4150
88,35.786,70.052, 0.2800, , , , 4650, 4800, 4500
89,35.805,70.04, 0.2000, , , , 4625, 4700, 4550
90,35.808,70.09, 0.2100, , , , 4560, 4675, 4450
91,35.768,70.118, 0.3900, , , , 4730, 4930, 4525
92,35.767,70.125, 0.1900, , , , 4600, 4650, 4550
93,35.805,70.1, 0.2800, , , , 4740, 4850, 4625
94,35.817,70.142, 0.3400, , , , 4550, 4750, 4350
95,35.841,70.138, 0.1900, , , , 4790, 4850, 4725
96,35.767,70.2, 0.4400, , , , 4675, 4800, 4550
97,35.824,70.185, 0.7800, , , , 4800, 5000, 4600
98,35.838,70.186, 0.3400, , , , 4740, 4925, 4550
99,35.839,70.175, 0.3800, , , , 4740, 5200, 4725
100,35.859,70.2, 0.3400, , , , 4650, 4750, 4550
101,35.853,70.19, 0.4400, , , , 4760, 5025, 4500
102,35.857,70.184, 0.8100, , , , 4775, 5100, 4450
103,35.869,70.224, 0.5900, , , , 4700, 5050, 4350
104,35.857,70.237, 0.6300, , , , 4700, 4850, 4550
105,35.855,70.25, 0.3100, , , , 4640, 4800, 4475
106,35.851,70.284, 0.4900, , , , 4740, 4925, 4550
107,35.838,70.272, 1.1300, , , , 4500, 4750, 4250
108,35.825,70.255, 0.3300, , , , 4350, 4500, 4200
109,35.82,70.255, 0.4400, , , , 4375, 4600, 4150
110,35.809,70.219, 0.2900, , , , 4375, 4500, 4250
111,35.791,70.259, 1.1100, , , , 4475, 4700, 4250
112,35.77,70.25, 0.2500, , , , 4400, 4550, 4250
113,35.755,70.269, 2.5900, , , , 4500, 5050, 4140
114,35.751,70.255, 0.7500, , , , 4760, 5100, 4425
115,35.743,70.24, 0.2800, , , , 4540, 4700, 4375
116,35.738,70.257, 0.0800, , , , 4860, 4950, 4775
117,35.737,70.238, 2.0300, , , , 4590, 4900, 4275
118,35.724,70.25, 0.7500, , , , 4840, 5025, 4650
119,35.719,70.25, 1.5300, , , , 4860, 5200, 4525
120,35.724,70.219, 0.7200, , , , 4200, 4450, 3950
121,35.703,70.25, 0.5300, , , , 4750, 5000, 4525
122,35.707,70.223, 0.3400, , , , 4250, 4500, 4000
123,35.693,70.237, 0.7200, , , , 4425, 4750, 4100
124,35.669,70.252, 3.5900, , , , 4640, 5000, 4275
125,35.672,70.201, 0.2800, , , , 4600, 4750, 4475
126,35.685,70.186, 0.6300, , , , 4590, 4800, 4375
127,35.688,70.168, 0.9700, , , , 4200, 4650, 3750
128,35.667,70.176, 0.4100, , , , 4300, 4500, 3700
129,35.657,70.218, 0.9600, , , , 4625, 5000, 4250
130,35.574,70.217, 0.2000, , , , 4500, 4600, 4425
131,35.572,70.205, 0.2200, , , , 4400, 4450, 4350
132,35.583,70.183, 2.7200, , , , 4750, 5250, 4250
133,35.588,70.174, 0.5900, , , , 4725, 5000, 4450
134,35.6,70.174, 1.9700, , , , 4488, 5000, 3975
135,35.609,70.158, 0.1900, , , , 5025, 5125, 4925
136,35.618,70.168, 0.5000, , , , 4963, 5250, 4675
137,35.625,70.183, 0.3400, , , , 4225, 4450, 4000
138,35.623,70.175, 0.2800, , , , 4238, 4400, 4075
139,35.625,70.153, 1.1900, , , , 4513, 4775, 4250
140,35.617,70.15, 0.3400, , , , 4950, 5175, 4725
141,35.6,70.153, 0.1900, , , , 4888, 4975, 4800
142,35.59,70.152, 0.7500, , , , 4788, 4950, 4625
143,35.583,70.133, 0.5600, , , , 4750, 4925, 4575
144,35.606,70.101, 0.4700, , , , 4300, 4500, 4100
145,35.583,70.15, 1.0600, , , , 4763, 4850, 4675
146,35.558,70.156, 1.0900, , , , 4725, 5075, 4375
147,35.502,70.155, 0.3800, , , , 4563, 4700, 4425
148,35.493,70.154, 0.1900, , , , 4550, 4625, 4475
149,35.484,70.142, 0.1900, , , , 4513, 4700, 4325
150,35.483,70.137, 0.4100, , , , 4450, 4600, 4300
151,35.471,70.133, 0.1300, , , , 4388, 4450, 4325
152,35.468,70.122, 0.6000, , , , 4413, 4650, 4175
153,35.467,70.117, 0.1900, , , , 4300, 4400, 4200
154,35.474,70.09, 0.3400, , , , 4313, 4550, 4075
155,35.472,70.084, 0.2200, , , , 4425, 4525, 4325
156,35.475,70.073, 0.1600, , , , 4525, 4575, 4475
157,35.49,70.069, 0.2500, , , , 4450, 4525, 4375
158,35.523,70.057, 0.2500, , , , 4438, 4500, 4375
159,35.533,70.053, 0.1600, , , , 4538, 4600, 4475
160,35.554,70.033, 0.1900, , , , 4288, 4350, 4225
161,35.502,70.036, 0.7200, , , , 4463, 4650, 4275
162,35.458,70.055, 0.1600, , , , 4263, 4350, 4175
163,35.459,70.037, 0.2800, , , , 4138, 4300, 3975
164,35.458,70.023, 0.2000, , , , 4113, 4250, 3975
165,35.438,70.05, 0.2800, , , , 4463, 4550, 4275
166,35.436,70.038, 0.3100, , , , 4338, 4500, 4175
167,35.419,70.037, 0.4800, , , , 4338, 4550, 4125
168,35.389,69.967, 0.1400, , , , 4463, 4500, 4425
169,35.409,69.959, 0.2800, , , , 4550, 4675, 4425
170,35.433,69.984, 0.5100, , , , 4313, 4450, 4175
171,35.436,69.958, 0.5600, , , , 4363, 4550, 4175
172,35.459,69.942, 0.2200, , , , 4300, 4500, 4100
173,35.454,69.939, 0.0800, , , , 4513, 4600, 4425
174,35.442,69.935, 0.5000, , , , 4388, 4650, 4125
175,35.391,69.952, 0.0800, , , , 4475, 4525, 4425
176,35.385,69.957, 0.2800, , , , 4488, 4600, 4375
177,35.373,69.94, 0.1900, , , , 4363, 4475, 4250
178,35.367,69.922, 0.9400, , , , 4500, 4725, 4275
179,35.358,69.905, 0.1600, , , , 4600, 4725, 4475
180,35.388,69.922, 0.1400, , , , 4263, 4400, 4125
181,35.402,69.908, 0.1900, , , , 4413, 4550, 4275
182,35.384,69.901, 0.2200, , , , 4550, 4675, 4425
183,35.406,69.887, 0.5600, , , , 4338, 4500, 4175
184,35.433,69.857, 0.1600, , , , 4125, 4275, 3975
185,35.386,69.89, 0.2500, , , , 4663, 4750, 4575
186,35.384,69.885, 0.2800, , , , 4550, 4625, 4475
187,35.354,69.887, 0.2800, , , , 4513, 4650, 4375
188,35.339,69.902, 0.2200, , , , 4663, 4750, 4525
189,35.333,69.89, 0.3400, , , , 4400, 4475, 4325
190,35.324,69.874, 0.3800, , , , 4375, 4475, 4275
191,35.31,69.857, 0.3800, , , , 4638, 4750, 4525
192,35.321,69.851, 0.7200, , , , 4550, 4725, 4375
193,35.353,69.842, 0.1400, , , , 4325, 4425, 4225
194,35.357,69.823, 0.2200, , , , 4125, 4275, 3975
195,35.317,69.842, 0.1600, , , , 4775, 4875, 4675
196,35.302,69.834, 0.2500, , , , 4463, 4550, 4375
197,35.289,69.834, 0.3100, , , , 4613, 4700, 4525
198,35.288,69.822, 0.4700, , , , 4500, 4700, 4300
199,35.289,69.808, 0.7500, , , , 4525, 4725, 4325
200,35.309,69.772, 0.4100, , , , 4238, 4500, 3975
201,35.319,69.767, 0.3800, , , , 4538, 4650, 4425
202,35.338,69.767, 0.1600, , , , 3888, 4000, 3775
203,35.306,69.757, 0.2500, , , , 4488, 4600, 4375
204,35.303,69.769, 0.2500, , , , 4575, 4775, 4375
205,35.284,69.839, 0.4400, , , , 4475, 4700, 4250
206,35.308,69.888, 0.1600, , , , 4400, 4500, 4300
207,35.336,69.904, 0.7800, , , , 4588, 4750, 4425
208,35.308,69.923, 0.3300, , , , 4438, 4600, 4275
209,35.307,69.95, 0.1600, , , , 4575, 4625, 4525
210,35.307,69.954, 0.0900, , , , 4700, 4725, 4675
211,35.287,69.938, 0.2000, , , , 4063, 4200, 3925
212,35.285,69.953, 0.1900, , , , 4350, 4500, 4200
213,35.257,69.983, 0.5000, , , , 4463, 4600, 4325
214,35.243,69.974, 0.1900, , , , 4513, 4650, 4375
215,35.237,69.968, 0.3000, , , , 4538, 4650, 4425
216,35.241,69.957, 0.1300, , , , 4563, 4650, 4475
217,35.252,69.955, 0.1900, , , , 4400, 4500, 4300
218,35.238,69.952, 0.2800, , , , 4575, 4650, 4500
219,35.257,69.918, 0.6900, , , , 4150, 4550, 3750
220,35.234,69.938, 0.3800, , , , 4500, 4700, 4300
221,35.219,69.942, 0.6600, , , , 4275, 4475, 4075
222,35.204,69.952, 0.2800, , , , 4450, 4550, 4350
223,35.192,69.938, 0.0900, , , , 4425, 4500, 4350
224,35.184,69.925, 0.2200, , , , 4488, 4550, 4425
225,35.187,69.919, 0.1900, , , , 4513, 4600, 4425
226,35.201,69.917, 0.2900, , , , 4425, 4550, 4350
227,35.208,69.909, 0.3800, , , , 4313, 4600, 4025
228,35.219,69.904, 0.3800, , , , 4263, 4500, 4025
229,35.202,69.893, 0.2200, , , , 4350, 4500, 4200
230,35.188,69.902, 0.2700, , , , 4363, 4500, 4225
231,35.186,69.892, 0.2500, , , , 4225, 4500, 3950
232,35.138,69.873, 0.4400, , , , 4425, 4500, 4350
233,35.151,69.858, 1.5900, , , , 4200, 4600, 3800
234,35.153,69.855, 0.1600, , , , 4475, 4550, 4400
235,35.168,69.852, 0.1600, , , , 4575, 4650, 4500
236,35.188,69.851, 0.3800, , , , 4338, 4500, 4175
237,35.202,69.84, 0.2200, , , , 4150, 4400, 3900
238,35.159,69.85, 0.2200, , , , 4638, 4750, 4525
239,35.155,69.838, 0.1400, , , , 4475, 4600, 4350
240,35.153,69.841, 0.2200, , , , 4500, 4650, 4350
241,35.135,69.838, 0.3400, , , , 4500, 4750, 4250
242,35.14,69.835, 0.1600, , , , 4550, 4650, 4450
243,35.136,69.826, 0.3100, , , , 4600, 4750, 4450
244,35.154,69.817, 0.4700, , , , 4375, 4550, 4200
245,35.167,69.807, 0.2200, , , , 4213, 4325, 4100
246,35.154,69.802, 0.8100, , , , 4238, 4575, 3900
247,35.139,69.808, 0.1600, , , , 4538, 4600, 4475
248,35.134,69.807, 0.3100, , , , 4525, 4700, 4350
249,35.133,69.801, 0.3800, , , , 4200, 4350, 4050
250,35.119,69.808, 0.2500, , , , 4513, 4625, 4400
251,35.122,69.8, 0.2800, , , , 4438, 4525, 4350
252,35.122,69.788, 0.1900, , , , 4375, 4500, 4250
253,35.109,69.787, 0.4400, , , , 4400, 4550, 4250
254,35.155,69.735, 0.3100, , , , 4325, 4500, 4150
255,35.167,69.733, 0.1900, , , , 4575, 4650, 4500
256,35.172,69.717, 0.2500, , , , 4113, 4275, 3950
257,35.157,69.719, 0.1600, , , , 4362, 4425, 4300
258,35.183,69.651, 0.4400, , , , 4400, 4700, 4100
259,35.183,69.637, 0.5600, , , , 4600, 4750, 4450
260,35.184,69.625, 0.1300, , , , 4525, 4600, 4450
261,35.187,69.618, 0.1900, , , , 4350, 4500, 4200
262,35.158,69.543, 0.5000, , , , 4000, 4250, 3750
263,27.8,89.22, 0.5190, , 0.9700, 32.4100, 5620, 5920, 5320
264,27.779,89.247, 0.4120, , 1.8300, 29.4000, 5790, 5920, 5660
265,27.795,89.24, 3.2950, , 2.5100, 64.8100, 5290, 5880, 4700
266,27.809,89.252, 6.7940, , 4.2900, 83.2100, 6013, 7226, 4800
267,27.767,89.297, 0.4670, , 1.4000, 31.1100, 5020, 5280, 4760
268,27.792,89.291, 1.9930, , 2.3500, 54.0900, 5340, 5680, 5000
269,27.784,89.31, 0.3580, , 5.5000, 27.8400, 5380, 5600, 5160
270,27.831,89.288, 11.3100, , 6.0600, 98.8400, 5823, 7326, 4320
271,27.822,89.316, 0.3060, , 1.7200, 26.1300, 6220, 6280, 6160
272,27.835,89.324, 10.1930, , 7.7400, 95.4500, 5240, 6280, 4200
273,27.84,89.335, 1.8530, , 2.4600, 52.6700, 5934, 6787, 5080
274,27.721,89.409, 0.4410, , 1.1200, 30.2700, 5240, 5480, 5000
275,27.71,89.414, 0.2380, , 0.7500, 23.3600, 5180, 5340, 5020
276,27.708,89.407, 0.2290, , 0.8500, 22.9200, 5160, 5320, 5000
277,27.708,89.402, 0.1840, , 0.7300, 20.4900, 5160, 5400, 4920
278,27.673,89.428, 0.3220, , 1.0700, 26.4800, 5275, 5589, 4960
279,27.67,89.423, 0.6210, , 1.0000, 34.7800, 5261, 5642, 4880
280,27.675,89.401, 0.4310, , 1.1500, 29.9900, 5100, 5280, 4920
281,27.615,89.354, 0.2040, , 0.5100, 21.5100, 5365, 5570, 5160
282,27.608,89.356, 0.2640, , 1.1100, 24.2000, 5265, 5570, 4960
283,27.61,89.352, 0.0940, , 0.8000, 14.5200, 5425, 5570, 5280
284,27.68,89.42, 1.0940, , 1.8100, 43.2800, 5241, 5642, 4840
285,27.678,89.426, 0.0730, , 0.4200, 12.6400, 5455, 5589, 5320
286,27.684,89.432, 1.0400, , 1.4100, 42.5200, 5214, 5487, 4940
287,27.701,89.432, 1.1960, , 1.4800, 44.8800, 5200, 5360, 5040
288,27.724,89.428, 1.7690, , 2.2500, 51.8300, 5290, 5520, 5060
289,27.73,89.414, 0.0370, , 0.4100, 8.9400, 5620, 5680, 5560
290,27.779,89.503, 0.5840, , 0.6300, 33.8700, 5172, 5253, 5090
291,27.766,89.513, 0.4360, , 0.8600, 30.2700, 5203, 5240, 5165
292,27.755,89.526, 0.4650, , 0.6800, 30.8300, 5200, 5240, 5160
293,27.763,89.518, 0.2510, , 0.7200, 23.7900, 5180, 5320, 5040
294,27.75,89.531, 0.1830, , 0.6500, 20.4900, 5180, 5280, 5080
295,27.737,89.545, 0.0930, , 0.6300, 14.5200, 5220, 5280, 5160
296,27.754,89.536, 0.3300, , 0.6600, 26.8300, 5275, 5429, 5120
297,27.756,89.541, 0.6310, , 1.2000, 35.0000, 5180, 5320, 5040
298,27.762,89.55, 0.2400, , 0.6800, 23.3600, 5265, 5320, 5210
299,27.747,89.592, 0.2980, , 0.9400, 25.7600, 5210, 5360, 5060
300,27.755,89.547, 0.9180, , 1.7600, 40.5800, 5186, 5492, 4880
301,27.755,89.531, 0.5580, , 2.2400, 33.3900, 5107, 5253, 4960
302,27.781,89.506, 0.1850, , 0.5100, 21.0100, 5010, 5020, 5000
303,27.842,89.526, 0.6460, , 1.5100, 35.4400, 5130, 5260, 5000
304,27.85,89.532, 0.7850, , 1.8700, 38.0700, 5060, 5280, 4840
305,27.862,89.524, 0.3310, , 1.1400, 26.8300, 5073, 5305, 4840
306,27.859,89.527, 0.0900, , 0.8400, 14.5200, 5010, 5180, 4840
307,27.859,89.518, 0.8350, , 2.1000, 39.0000, 5053, 5305, 4800
308,27.74,89.422, 0.4740, , 1.0500, 31.1100, 5320, 5480, 5160
309,27.837,89.356, 2.2140, , 2.4900, 56.1800, 5835, 6789, 4880
310,27.861,89.353, 8.6760, , 7.3000, 90.4300, 5455, 6789, 4120
311,27.875,89.367, 0.5380, , 2.1200, 32.9100, 5723, 6526, 4920
312,27.867,89.389, 2.0950, , 2.0500, 55.1600, 5643, 6526, 4760
313,27.873,89.4, 1.2300, , 1.9800, 45.3000, 5060, 5800, 4320
314,27.898,89.386, 0.0880, , 0.4500, 14.5200, 4980, 5120, 4840
315,27.886,89.407, 0.4750, , 1.3700, 31.3700, 5500, 5720, 5280
316,27.884,89.416, 2.1330, , 2.1300, 55.4400, 5232, 5784, 4680
317,28.013,89.458, 0.7700, , 0.9900, 37.8800, 5427, 5894, 4960
318,28.008,89.483, 0.5410, , 1.2600, 32.9100, 5400, 5800, 5000
319,28.015,89.483, 0.1570, , 0.8900, 19.3900, 5338, 5476, 5200
320,28.017,89.485, 0.0840, , 0.5100, 13.6200, 5198, 5476, 4920
321,28.025,89.481, 2.5990, , 3.8400, 59.5500, 5348, 6056, 4640
322,28.048,89.477, 0.1640, , 0.8800, 19.3900, 5480, 5760, 5200
323,28.047,89.482, 0.6580, , 1.2500, 35.6500, 5420, 5680, 5160
324,28.053,89.493, 0.2010, , 0.9000, 21.5100, 5540, 5800, 5280
325,28.056,89.496, 0.1780, , 0.5300, 20.4900, 5460, 5600, 5320
326,28.083,89.488, 0.0700, , 0.5400, 12.6400, , , 
327,28.099,89.504, 1.8390, , 1.8600, 52.5700, 5740, 6400, 5080
328,28.077,89.53, 2.8110, , 4.5900, 61.2200, , , 4400
329,28.029,89.576, 0.1790, , 0.5200, 20.4900, 5280, 5400, 5160
330,28.017,89.59, 0.2310, , 0.9700, 22.9200, 5480, 5600, 5360
331,28.022,89.584, 0.3830, , 1.1200, 28.4800, , , 5160
332,28.013,89.597, 0.1110, , 0.6000, 16.1200, , , 5040
333,28.009,89.603, 0.0550, , 0.5500, 10.3400, 5153, 5265, 5040
334,28.011,89.604, 0.1200, , 0.5700, 16.8500, 5133, 5265, 5000
335,28.01,89.616, 1.4580, , 1.9100, 48.2900, , , 
336,28.02,89.624, 0.7010, , 1.4500, 36.4900, 5282, 5564, 5000
337,28.035,89.636, 0.1650, , 0.9800, 19.9500, 5185, 5290, 5080
338,28.019,89.63, 0.8900, , 1.6900, 40.0600, 5162, 5564, 4760
339,28.036,89.623, 0.0850, , 0.4400, 13.6200, 5185, 5290, 5080
340,28.021,89.606, 1.7030, , 2.2100, 51.0700, 5090, 5180, 5000
341,28.024,89.592, 1.0200, , 1.5300, 42.2100, , , 5040
342,28.032,89.581, 0.4390, , 1.1700, 30.2700, , , 5000
343,28.026,89.583, 0.0250, , 0.2300, 7.2600, , , 
344,28.075,89.547, 1.7450, , 2.4800, 51.6200, , , 5000
345,28.091,89.556, 8.0890, , 5.1700, 88.3100, 5376, 6632, 4120
346,28.09,89.58, 0.1690, , 0.6200, 19.9500, , , 5040
347,28.108,89.574, 4.8780, , 5.2900, 74.2900, , , 4200
348,28.132,89.573, 3.3260, , 2.9100, 65.0200, , , 4240
349,28.146,89.59, 5.9980, , 4.3200, 79.7600, 5136, 6191, 4080
350,28.135,89.632, 5.3160, , 5.0300, 76.5400, 5416, 6191, 4640
351,28.163,89.618, 0.4640, , 1.1700, 30.8300, , , 5640
352,28.134,89.638, 0.6150, , 2.0200, 34.7800, , , 5400
353,28.122,89.642, 0.6060, , 1.4300, 34.5600, , , 
354,28.136,89.642, 0.3710, , 1.8000, 28.1700, , , 
355,28.151,89.645, 2.7430, , 2.5400, 60.6800, , , 
356,28.183,89.634, 0.4420, , 0.9500, 30.2700, , , 
357,28.178,89.653, 0.3770, , 1.5700, 28.4800, , , 
358,28.153,89.681, 0.9830, , 1.5300, 41.5700, , , 
359,28.16,89.674, 0.8320, , 1.7500, 39.0000, , , 
360,28.176,89.674, 1.2060, , 1.8400, 45.0200, , , 
361,28.167,89.721, 0.6110, , 1.0000, 34.5600, , , 
362,28.151,89.733, 0.1030, , 0.6900, 15.3500, , , 
363,28.171,89.718, 0.1020, , 0.7700, 15.3500, , , 
364,28.167,89.761, 3.3990, , 4.3800, 65.4900, , , 
365,28.151,89.783, 0.1540, , 0.6600, 18.8000, , , 
366,28.16,89.764, 0.2460, , 0.8700, 23.7900, , , 
367,28.161,89.755, 0.9310, , 1.7500, 40.7400, , , 
368,28.163,89.761, 0.2060, , 1.0000, 22.0000, , , 
369,28.159,89.781, 0.4290, , 0.9600, 29.9900, , , 
370,28.169,89.784, 0.2880, , 0.9900, 25.3800, , , 
371,28.181,89.781, 2.6460, , 2.1000, 59.9600, , , 5280
372,28.172,89.81, 0.5620, , 1.2100, 33.3900, 5060, 5240, 4880
373,28.177,89.811, 0.2910, , 0.9200, 25.3800, , , 
374,28.185,89.813, 0.7350, , 1.2700, 37.1000, , , 
375,28.204,89.784, 4.8090, , 5.1200, 73.9200, , , 
376,28.236,89.81, 0.5750, , 1.4800, 33.8700, , 6310, 
377,28.229,89.828, 2.6230, , 2.4200, 59.7200, , , 
378,28.212,89.831, 0.2510, , 0.7500, 23.7900, , , 
379,28.2,89.883, 1.0880, , 1.4400, 43.2800, 5520, 5760, 5280
380,28.17,89.9, 3.5810, , 2.4900, 66.6900, 5880, 6480, 5280
381,28.156,89.894, 6.5460, , 3.2400, 82.1900, , , 
382,28.138,89.87, 12.7670, , 5.6000, 102.9300, , , 4520
383,28.136,89.859, 0.5580, , 1.1000, 33.3900, , , 5240
384,28.135,89.866, 0.1210, , 0.4600, 16.8500, , , 5200
385,28.147,89.836, 0.6460, , 1.8800, 35.4400, , , 
386,28.121,89.85, 4.5300, , 4.1200, 72.4000, , , 
387,28.123,89.833, 0.0930, , 0.4900, 14.5200, , , 
388,28.12,89.819, 1.2040, , 1.6100, 44.8800, , , 4920
389,28.1,89.826, 1.1980, , 2.2900, 44.8800, , , 
390,28.099,89.813, 2.3990, , 2.4600, 57.8700, , , 
391,28.076,89.794, 0.2900, , 0.9800, 25.3800, 5160, 5400, 4920
392,28.093,89.824, 0.8680, , 1.4000, 39.7100, , , 5000
393,28.077,89.826, 0.3160, , 1.4100, 26.4800, , , 5120
394,28.093,89.841, 13.2170, , 8.0600, 104.1200, , , 4440
395,28.094,89.852, 2.8140, , 3.4500, 61.2200, , , 4960
396,28.075,89.855, 0.5120, , 1.0900, 32.1600, , , 4920
397,28.057,89.866, 0.2510, , 0.7800, 23.7900, , , 
398,28.061,89.856, 0.6970, , 2.1800, 36.4900, , , 5000
399,28.044,89.876, 0.5370, , 1.0700, 32.9100, 5457, 5913, 5000
400,28.024,89.881, 0.4770, , 1.6600, 31.3700, 5995, 6790, 5200
401,28.02,89.875, 0.2900, , 0.9100, 25.3800, , , 5565
402,28.029,89.876, 1.0600, , 1.3600, 42.8300, , 5790, 
403,28.026,89.884, 1.6040, , 1.9000, 49.9500, , 5764, 
404,28.014,89.887, 1.4000, , 2.2300, 47.5400, , 5685, 
405,27.985,89.893, 0.8440, , 1.6800, 39.1800, 5180, 5360, 5000
406,27.994,89.905, 2.3670, , 2.5400, 57.6100, 5360, 5520, 5200
407,27.972,89.908, 0.9240, , 1.4800, 40.5800, 5340, 5520, 5160
408,27.974,89.886, 0.3440, , 1.0900, 27.1800, 5100, 5200, 5000
409,27.971,89.902, 0.3430, , 0.8600, 27.1800, 5320, 5480, 5160
410,27.958,89.889, 5.5850, , 4.9600, 77.8500, 5160, 5480, 4840
411,27.963,89.859, 0.3160, , 1.0900, 26.4800, 5080, 5240, 4920
412,27.946,89.862, 0.9230, , 2.0400, 40.5800, 5029, 5337, 4720
413,27.946,89.879, 0.1900, , 0.9100, 21.0100, 5083, 5166, 5000
