, lat, lon, total_area, mean_width, mean_length, mean_depth, mean_elev, max_elev, min_elev
12269,29.608,96.03, 0.0500, 0.1000, 0.4000, 9.0000, 5400, 5640, 5240
12270,29.603,96.022, 0.0500, 0.1000, 0.4000, 9.0000, 5000, 5104, 4840
12271,29.604,96.032, 0.3000, 0.3000, 1.1000, 20.0000, 5160, 5740, 4970
12272,29.593,96.038, 3.1800, 1.0000, 3.1000, 64.0000, 5300, 5880, 4525
12273,29.577,96.0, 17.6800, 2.9000, 6.1000, 11.0000, 4700, 6112, 3720
12274,29.582,95.969, 6.2500, 1.4000, 4.5000, 81.0000, 5000, 5728, 3690
12275,29.59,95.952, 2.7300, 0.7000, 3.9000, 61.0000, 4700, 5531, 3700
12276,29.61,95.933, 2.4800, 1.7000, 1.5000, 59.0000, 4600, 5066, 4300
12277,29.63,95.911, 13.3000, 2.1000, 6.3000, 104.0000, 4900, 6050, 3540
12278,29.645,95.935, 1.8200, 0.6000, 3.1000, 52.0000, 4600, 5725, 4200
12279,29.655,95.938, 0.3000, 0.2000, 1.4000, 20.0000, 4700, 5311, 4490
12280,29.66,95.941, 0.1500, 0.2000, 0.8000, 15.0000, 4900, 5212, 4720
12281,29.658,95.968, 0.3300, 0.4000, 0.8000, 21.0000, 4720, 4937, 4380
12282,29.661,95.961, 0.1000, 0.2000, 0.6000, 12.0000, 4920, 5198, 4580
12283,29.667,95.95, 0.2500, 0.2000, 1.1000, 18.0000, 4800, 5198, 4360
12284,29.674,95.964, 0.1000, 0.2000, 0.6000, 12.0000, 4640, 4884, 4480
12285,29.702,95.977, 0.2000, 0.3000, 0.7000, 17.0000, 5080, 5552, 4600
12286,29.694,95.971, 0.5000, 0.5000, 1.1000, 32.0000, 5160, 5481, 4640
12287,29.686,95.969, 1.0000, 0.5000, 2.2000, 42.0000, 4880, 5481, 4640
12288,29.678,95.958, 0.3000, 0.3000, 1.0000, 20.0000, 4600, 4800, 4410
12289,29.667,95.95, 5.3000, 2.0000, 2.6000, 76.0000, 4700, 5311, 4200
12290,29.678,95.936, 0.0500, 0.1000, 0.5000, 9.0000, 4400, 4534, 4200
12291,29.686,95.923, 7.4000, 1.3000, 5.5000, 86.0000, 4600, 5960, 3560
12292,29.716,95.923, 0.5000, 0.4000, 1.2000, 32.0000, 4600, 5080, 4440
12293,29.711,95.901, 12.2000, 2.7000, 4.5000, 101.0000, 4800, 5960, 3720
12294,29.711,95.866, 0.0500, 0.1000, 0.4000, 9.0000, 4880, 5000, 4800
12295,29.708,95.872, 0.4000, 0.5000, 0.8000, 23.0000, 5080, 5340, 4840
12296,29.704,95.877, 1.2000, 0.5000, 2.2000, 45.0000, 5140, 5616, 4500
12297,29.695,95.862, 0.0500, 0.1000, 0.4000, 9.0000, 4780, 4840, 4680
12298,29.694,95.858, 0.0500, 0.1000, 0.6000, 9.0000, 4700, 4840, 4600
12299,29.695,95.886, 2.6000, 1.2000, 2.7000, 60.0000, 5000, 5840, 4400
12300,29.683,95.886, 0.7000, 0.5000, 1.3000, 36.0000, 4760, 5200, 4520
12301,29.685,95.899, 1.2000, 0.9000, 1.4000, 45.0000, 5200, 5960, 4720
12302,29.684,95.898, 0.7000, 0.4000, 1.6000, 36.0000, 5080, 5720, 4630
12303,29.674,95.914, 0.3000, 0.3000, 1.1000, 20.0000, 5200, 5600, 4700
12304,29.666,95.922, 0.2800, 0.3000, 1.1000, 19.0000, 5000, 5280, 4740
12305,29.656,95.915, 3.3800, 1.1000, 3.2000, 65.0000, 4900, 5764, 4180
12306,29.642,95.894, 3.5500, 1.7000, 2.1000, 66.0000, 4800, 5896, 4200
12307,29.645,95.879, 0.3000, 0.3000, 0.9000, 20.0000, 4650, 4900, 4350
12308,29.65,95.879, 0.0500, 0.1000, 0.4000, 9.0000, 4600, 4720, 4460
12309,29.65,95.875, 0.1300, 0.3000, 0.5000, 14.0000, 4660, 4780, 4560
12310,29.633,95.867, 13.0800, 2.6000, 5.1000, 104.0000, 4800, 6050, 3690
12311,29.644,95.856, 0.0300, 0.1000, 0.3000, 7.0000, 4540, 4700, 4400
12312,29.64,95.85, 0.5500, 0.7000, 0.8000, 33.0000, 4760, 5445, 4440
12313,29.631,95.823, 12.6300, 1.9000, 6.5000, 103.0000, 4700, 5481, 3440
12314,29.655,95.808, 1.4500, 0.7000, 2.0000, 48.0000, 4900, 5481, 4080
12315,29.667,95.804, 2.1500, 0.8000, 2.6000, 56.0000, 4600, 5200, 4160
12316,29.667,95.796, 0.7300, 0.4000, 1.9000, 37.0000, 4400, 4860, 4000
12317,29.667,95.743, 6.8500, 3.4000, 2.0000, 83.0000, 4600, 5640, 3850
12318,29.688,95.756, 2.2000, 1.0000, 2.1000, 56.0000, 4800, 5870, 3760
12319,29.699,95.763, 0.6000, 0.7000, 0.9000, 34.0000, 4400, 4920, 4080
12320,29.714,95.742, 16.2000, 2.3000, 7.0000, 111.0000, 4600, 5870, 3410
12321,29.74,95.768, 0.2000, 0.3000, 0.8000, 17.0000, 5040, 5450, 4840
12322,29.74,95.786, 0.3000, 0.3000, 1.0000, 20.0000, 5080, 5338, 4920
12323,29.74,95.795, 0.7000, 0.9000, 0.8000, 36.0000, 5100, 5640, 4680
12324,29.744,95.806, 0.3000, 0.2000, 1.7000, 20.0000, 5560, 5698, 4960
12325,29.75,95.816, 1.0000, 2.0000, 0.5000, 42.0000, 4660, 5698, 3980
12326,29.758,95.809, 2.1000, 1.1000, 1.9000, 55.0000, 4400, 5698, 3880
12327,29.756,95.783, 9.7000, 2.3000, 4.3000, 94.0000, 4420, 5698, 3240
12328,29.767,95.769, 0.1000, 0.1000, 1.2000, 12.0000, 4680, 5280, 4280
12329,29.773,95.761, 3.3000, 0.7000, 4.5000, 65.0000, 4600, 5679, 3420
12330,29.775,95.743, 2.9000, 1.2000, 2.5000, 62.0000, 4600, 5600, 4040
12331,29.757,95.73, 6.8000, 1.3000, 5.1000, 83.0000, 4650, 5679, 3780
12332,29.78,95.665, 5.8000, 1.0000, 6.0000, 79.0000, 4440, 5760, 3740
12333,29.796,95.692, 1.0000, 0.3000, 3.2000, 42.0000, 4200, 5785, 3640
12334,29.802,95.69, 0.6000, 0.2000, 2.5000, 34.0000, 4200, 5740, 3640
12335,29.826,95.678, 0.3000, 0.5000, 0.6000, 20.0000, 4640, 5200, 4500
12336,29.813,95.672, 1.5000, 1.0000, 1.5000, 49.0000, 4880, 5785, 4520
12337,29.801,95.662, 0.8000, 0.5000, 1.6000, 38.0000, 5000, 5600, 4280
12338,29.787,95.641, 6.9000, 1.5000, 4.5000, 84.0000, 4480, 5551, 4060
12339,29.822,95.625, 0.9000, 0.6000, 1.5000, 40.0000, 4600, 5200, 4320
12340,29.791,95.611, 0.6000, 0.6000, 1.0000, 34.0000, 4360, 4635, 4040
12341,29.791,95.603, 0.7000, 0.5000, 1.4000, 36.0000, 4400, 4635, 4100
12342,29.794,95.595, 0.8000, 0.5000, 1.5000, 38.0000, 4200, 4600, 3840
12343,29.778,95.561, 0.8000, 0.8000, 1.0000, 38.0000, 4280, 4700, 4040
12344,29.822,95.52, 0.5000, 0.8000, 0.6000, 32.0000, 4300, 4685, 4200
12345,29.822,95.477, 11.2000, 2.5000, 4.5000, 99.0000, 3800, 5140, 3243
12346,29.861,96.472, 2.4000, 1.3000, 1.9000, 58.0000, 3920, 5045, 3620
12347,29.861,95.453, 0.5000, 0.4000, 1.2000, 32.0000, 4400, 4800, 4240
12348,29.851,95.453, 1.2000, 1.1000, 1.1000, 45.0000, 4480, 5045, 4040
12349,29.817,95.451, 1.0000, 0.8000, 1.3000, 42.0000, 4360, 4720, 4200
12350,29.805,95.44, 1.0000, 0.9000, 1.1000, 42.0000, 4400, 4920, 4200
12351,29.85,95.397, 1.8000, 1.4000, 1.3000, 52.0000, 4080, 4635, 3780
12352,29.856,95.377, 0.1000, 0.1000, 0.8000, 12.0000, 4280, 4600, 4080
12353,29.86,95.365, 1.9000, 1.2000, 1.6000, 53.0000, 4400, 5050, 4080
12354,29.875,95.36, 0.2000, 0.2000, 1.1000, 17.0000, 4680, 5205, 4360
12355,29.898,95.369, 0.2000, 0.3000, 0.8000, 17.0000, 4600, 4840, 4360
12356,29.889,95.357, 2.7000, 1.1000, 2.4000, 60.0000, 4320, 5205, 3880
12357,29.899,95.343, 1.9000, 0.7000, 2.8000, 53.0000, 4040, 4855, 3640
12358,29.91,95.319, 3.0000, 1.2000, 2.5000, 63.0000, 4080, 4800, 3760
12359,29.081,95.136, 0.2000, 0.2000, 1.0000, 17.0000, 4200, 4480, 4020
12360,29.092,95.3, 1.3000, 0.5000, 2.5000, 46.0000, 4440, 5590, 3940
12361,29.927,95.312, 0.8000, 0.3000, 2.3000, 38.0000, 4200, 5400, 3720
12362,29.945,95.287, 3.4000, 1.7000, 2.0000, 65.0000, 4640, 5590, 4000
12363,29.955,95.266, 0.5000, 0.1000, 0.7000, 32.0000, 5200, 5478, 4680
12364,29.8,95.249, 2.2000, 0.6000, 3.8000, 56.0000, 4400, 5350, 3200
12365,29.823,95.25, 0.5000, 0.7000, 1.7000, 32.0000, 4240, 4680, 3800
12366,29.807,95.241, 0.5000, 0.6000, 0.8000, 32.0000, 4880, 5040, 4620
12367,29.803,95.232, 0.9000, 0.6000, 1.4000, 40.0000, 4800, 5320, 4220
12368,29.798,95.213, 4.4000, 1.2000, 3.6000, 72.0000, 4300, 5350, 3460
12369,30.512,95.166, 1.7000, 0.9000, 2.0000, 51.0000, 4800, 5382, 4200
12370,30.515,95.154, 1.3000, 0.6000, 2.1000, 46.0000, 4700, 5360, 4000
12371,30.518,95.141, 0.0500, 0.1000, 0.5000, 9.0000, 4800, 5000, 4590
12372,30.522,95.132, 0.2000, 0.2000, 1.1000, 17.0000, 4800, 5080, 4300
12373,30.511,95.144, 1.0000, 0.7000, 1.5000, 42.0000, 4900, 5140, 4500
12374,30.504,95.149, 1.6000, 0.7000, 2.3000, 50.0000, 4840, 5340, 4320
12375,30.501,95.155, 0.2000, 0.2000, 1.0000, 17.0000, 5000, 5320, 4700
12376,30.501,95.166, 0.1000, 0.2000, 0.5000, 12.0000, 5100, 5382, 4980
12377,29.497,95.17, 0.1000, 0.1000, 0.7000, 12.0000, 4960, 5146, 4700
12378,29.484,95.177, 0.6000, 0.4000, 1.5000, 34.0000, 4920, 5307, 4400
12379,29.479,95.169, 0.9000, 0.6000, 1.4000, 40.0000, 4400, 5000, 4160
12380,29.944,95.261, 1.4000, 0.7000, 2.1000, 48.0000, 4580, 5478, 4200
12381,29.931,95.273, 3.8000, 1.2000, 3.2000, 68.0000, 4800, 5590, 3900
12382,29.797,95.432, 0.4000, 0.8000, 0.5000, 23.0000, 4600, 4960, 4440
12383,29.797,95.443, 0.9000, 0.6000, 1.4000, 40.0000, 4600, 5000, 4380
12384,29.785,95.619, 0.7000, 0.5000, 1.4000, 36.0000, 4720, 5158, 4400
12385,29.777,95.619, 1.0000, 0.7000, 1.5000, 42.0000, 4600, 5158, 4280
12386,29.767,95.622, 1.1000, 0.6000, 1.7000, 43.0000, 4800, 5090, 4400
12387,29.763,95.624, 0.7000, 0.7000, 1.0000, 36.0000, 4600, 4840, 4360
12388,29.765,95.645, 5.7000, 2.3000, 2.5000, 78.0000, 4800, 5551, 4000
12389,29.736,95.723, 1.8000, 0.9000, 2.0000, 52.0000, 4800, 5520, 4200
12390,29.68,95.731, 4.6000, 2.3000, 2.0000, 73.0000, 4680, 5870, 4160
12391,29.667,95.7, 2.9500, 1.8000, 1.6000, 62.0000, 4680, 5203, 4240
12392,29.66,95.717, 2.5000, 1.2000, 2.1000, 59.0000, 4700, 5318, 4190
12393,29.65,95.731, 1.9300, 0.6000, 3.4000, 53.0000, 4820, 5387, 4180
12394,29.625,95.72, 0.6000, 0.5000, 1.2000, 34.0000, 4520, 4935, 4340
12395,29.625,95.718, 0.4800, 0.5000, 1.0000, 31.0000, 4720, 4859, 4510
12396,29.601,95.705, 2.3300, 1.2000, 2.0000, 57.0000, 4630, 5083, 4200
12397,29.583,95.627, 1.7800, 1.0000, 1.8000, 52.0000, 4960, 5438, 4400
12398,29.6,95.69, 0.9300, 0.7000, 1.3000, 41.0000, 4500, 4963, 4300
12399,29.584,95.702, 1.4000, 0.9000, 1.6000, 48.0000, 4560, 4910, 4070
12400,29.588,95.711, 0.9800, 0.8000, 1.2000, 42.0000, 4420, 4800, 4200
12401,29.608,95.726, 0.8500, 0.8000, 1.1000, 39.0000, 4620, 5083, 4400
12402,29.643,95.729, 0.2000, 0.2000, 0.9000, 17.0000, 4580, 4907, 4380
12403,29.645,95.742, 1.6000, 1.1000, 1.5000, 50.0000, 4660, 5320, 4270
12404,29.646,95.755, 0.4500, 0.5000, 0.9000, 31.0000, 4520, 4840, 4240
12405,29.646,95.76, 0.2000, 0.3000, 0.8000, 17.0000, 4600, 4894, 4360
12406,29.647,95.765, 0.1000, 0.1000, 0.7000, 12.0000, 4600, 4860, 4370
12407,29.653,95.77, 0.8500, 0.8000, 1.1000, 39.0000, 4440, 4800, 4260
12408,29.659,95.789, 1.3300, 1.2000, 1.1000, 47.0000, 4500, 4907, 4198
12409,29.643,95.8, 3.7300, 1.0000, 3.7000, 68.0000, 4600, 5481, 3910
12410,29.628,95.793, 2.8000, 0.9000, 3.0000, 61.0000, 4600, 5449, 3860
12411,29.609,95.808, 6.2000, 1.2000, 5.0000, 81.0000, 4700, 5308, 3820
12412,29.577,95.796, 0.3500, 0.3000, 1.2000, 21.0000, 4760, 5240, 4440
12413,29.58,95.814, 0.2500, 0.3000, 1.0000, 18.0000, 4580, 5307, 4340
12414,29.587,95.814, 0.2000, 0.2000, 1.0000, 17.0000, 4740, 5210, 4420
12415,29.596,95.815, 0.1000, 0.2000, 0.6000, 12.0000, 4660, 4960, 4440
12416,29.608,95.823, 1.7800, 0.8000, 2.2000, 52.0000, 4800, 5369, 4220
12417,29.61,95.831, 0.1000, 0.2000, 0.6000, 12.0000, 4900, 5182, 4640
12418,29.609,95.849, 0.0500, 0.1000, 0.5000, 9.0000, 4960, 5140, 4680
12419,29.602,95.856, 2.1800, 1.3000, 1.7000, 56.0000, 4600, 5249, 4200
12420,29.608,95.861, 0.6800, 0.5000, 1.4000, 36.0000, 4700, 5127, 4240
12421,29.612,95.871, 1.1000, 0.4000, 2.5000, 43.0000, 4640, 5088, 4300
12422,29.613,95.879, 1.1300, 0.4000, 2.7000, 44.0000, 4720, 5527, 4400
12423,29.612,95.893, 4.9000, 1.3000, 3.9000, 74.0000, 4840, 6050, 3520
12424,29.593,95.931, 7.5000, 1.7000, 4.5000, 86.0000, 4700, 5531, 3600
12425,29.564,95.91, 7.5800, 2.7000, 2.8000, 86.0000, 4400, 5530, 3640
12426,29.545,95.89, 2.2500, 1.3000, 1.8000, 57.0000, 4750, 5424, 4340
12427,29.539,95.911, 4.0500, 1.9000, 2.1000, 70.0000, 4800, 5530, 4260
12428,29.52,95.902, 0.3000, 0.3000, 1.0000, 20.0000, 4450, 4787, 4210
12429,29.517,95.905, 0.1000, 0.2000, 0.6000, 12.0000, 4500, 4787, 4380
12430,29.523,95.925, 3.7000, 1.8000, 2.1000, 67.0000, 4800, 5406, 4280
12431,29.506,95.923, 0.5000, 0.5000, 1.1000, 32.0000, 4580, 4920, 4350
12432,29.497,95.927, 0.5000, 0.4000, 1.2000, 32.0000, 4600, 5162, 4340
12433,29.505,95.932, 2.3500, 1.1000, 2.2000, 57.0000, 4760, 5307, 4390
12434,29.501,95.959, 0.4300, 0.3000, 1.5000, 24.0000, 4500, 4960, 4280
12435,29.544,95.925, 17.2800, 6.0000, 2.9000, 144.0000, 4700, 5531, 3800
12436,29.567,95.952, 0.7500, 0.5000, 1.5000, 37.0000, 4840, 5396, 4450
12437,29.567,95.966, 1.0000, 0.8000, 1.2000, 42.0000, 4900, 5424, 4600
12438,29.561,95.987, 5.1500, 1.4000, 3.6000, 76.0000, 4900, 5870, 4020
12439,29.549,95.987, 0.2500, 0.3000, 0.9000, 18.0000, 4620, 4800, 4480
12440,29.55,96.0, 6.7500, 1.7000, 3.9000, 83.0000, 5000, 6112, 3980
12441,29.524,96.006, 0.1500, 0.2000, 0.8000, 15.0000, 4900, 5153, 4600
12442,29.524,96.01, 0.1500, 0.2000, 0.7000, 15.0000, 4860, 5140, 4670
12443,29.542,96.024, 6.7800, 2.1000, 3.2000, 83.0000, 5000, 6112, 3910
12444,29.554,96.047, 3.3800, 1.3000, 2.7000, 65.0000, 4780, 6040, 3960
12445,29.552,96.073, 2.3500, 1.2000, 2.0000, 57.0000, 4860, 5602, 4280
12446,29.535,96.077, 3.8500, 1.8000, 2.1000, 68.0000, 4700, 5602, 4140
12447,29.517,96.078, 1.2300, 1.0000, 1.2000, 45.0000, 4680, 5111, 4360
12448,29.488,96.068, 12.0800, 2.7000, 4.5000, 101.0000, 4600, 5888, 3800
12449,29.485,96.041, 1.5000, 0.8000, 2.0000, 49.0000, 4560, 5686, 4000
12450,29.476,96.031, 4.0300, 0.9000, 4.6000, 70.0000, 4600, 5888, 3510
12451,29.467,96.016, 2.2800, 0.7000, 3.3000, 57.0000, 4800, 5502, 4020
12452,29.467,96.0, 0.7000, 0.4000, 1.8000, 36.0000, 4560, 5011, 4260
12453,29.457,96.016, 0.7500, 0.8000, 1.0000, 37.0000, 4960, 5087, 4620
12454,29.454,96.024, 0.5500, 0.6000, 1.0000, 33.0000, 4840, 5381, 4660
12455,29.448,96.029, 0.2000, 0.2000, 0.9000, 17.0000, 4800, 5077, 4640
12456,29.439,96.025, 1.4800, 0.9000, 1.6000, 49.0000, 4720, 5135, 4478
12457,29.418,96.033, 1.6800, 0.9000, 1.9000, 51.0000, 4860, 5197, 4300
12458,29.413,96.026, 0.1000, 0.2000, 0.6000, 12.0000, 4920, 5120, 4700
12459,29.411,96.023, 0.0500, 0.1000, 0.5000, 9.0000, 4900, 5061, 4700
12460,29.404,96.045, 1.1000, 0.8000, 1.4000, 43.0000, 4860, 5187, 4560
12461,29.395,96.043, 0.4000, 0.5000, 0.8000, 23.0000, 4800, 5100, 4570
12462,29.372,96.038, 27.5500, 3.1000, 8.9000, 133.0000, 4800, 5386, 4040
12463,29.377,95.986, 7.9800, 2.2000, 3.7000, 88.0000, 4640, 5107, 4158
12464,29.391,95.971, 0.4000, 0.4000, 0.9000, 23.0000, 4600, 4920, 4460
12465,29.397,95.981, 0.1500, 0.3000, 0.6000, 15.0000, 4600, 4840, 4450
12466,29.401,95.971, 0.8000, 0.5000, 1.5000, 38.0000, 4600, 4960, 4160
12467,29.38,95.961, 0.5500, 0.6000, 0.9000, 33.0000, 4540, 4891, 4400
12468,29.37,95.956, 1.7300, 1.2000, 1.5000, 51.0000, 4500, 4949, 4270
12469,29.367,95.943, 0.0500, 0.2000, 0.3000, 9.0000, 4750, 4800, 4680
12470,29.366,95.936, 0.2800, 0.5000, 0.6000, 19.0000, 4640, 4705, 4560
12471,29.372,95.927, 0.5000, 0.5000, 1.1000, 32.0000, 4480, 4740, 4230
12472,29.367,95.921, 0.3000, 0.3000, 1.0000, 20.0000, 4580, 4830, 4400
12473,29.363,95.922, 0.0500, 0.1000, 0.4000, 9.0000, 4660, 4735, 4600
12474,29.363,95.925, 0.1000, 0.1000, 0.7000, 12.0000, 4660, 4740, 4580
12475,29.364,95.931, 0.3500, 0.4000, 0.8000, 21.0000, 4620, 4830, 4498
12476,29.517,95.917, 9.1000, 2.8000, 3.3000, 92.0000, 4500, 4949, 4280
12477,29.33,95.887, 1.3000, 1.2000, 1.1000, 46.0000, 4720, 4970, 4420
12478,29.317,95.944, 1.1500, 1.0000, 1.2000, 44.0000, 4700, 4970, 4260
12479,29.343,95.854, 1.4500, 0.7000, 2.1000, 48.0000, 4700, 5100, 4200
12480,29.352,95.852, 2.9300, 1.0000, 2.8000, 62.0000, 4760, 5182, 4400
12481,29.375,95.863, 2.3000, 1.3000, 1.8000, 57.0000, 4840, 5200, 4320
12482,29.388,95.878, 2.2300, 1.1000, 2.1000, 56.0000, 4860, 5380, 4325
12483,29.393,95.891, 0.3800, 0.3000, 1.2000, 22.0000, 4600, 5168, 4400
12484,29.399,95.892, 0.6800, 0.8000, 0.9000, 36.0000, 4600, 5000, 4380
12485,29.408,95.884, 4.0500, 1.2000, 3.5000, 70.0000, 4600, 5380, 4170
12486,29.413,95.865, 0.4000, 0.4000, 1.1000, 23.0000, 4600, 4990, 4140
12487,29.403,95.862, 0.4500, 0.4000, 1.2000, 31.0000, 4700, 4971, 4410
12488,29.396,95.865, 0.8800, 0.9000, 1.5000, 40.0000, 4840, 5380, 4410
12489,29.38,95.855, 0.3500, 0.4000, 0.9000, 21.0000, 4810, 5020, 4600
12490,29.375,95.853, 0.4300, 0.3000, 1.4000, 24.0000, 4860, 5200, 4440
12491,29.362,95.84, 3.1800, 1.4000, 2.2000, 64.0000, 4700, 5200, 4200
12492,29.359,95.826, 1.0800, 0.8000, 1.6000, 43.0000, 4600, 5106, 4140
12493,29.355,95.811, 5.9500, 1.8000, 3.3000, 80.0000, 4640, 5229, 4090
12494,29.355,95.786, 0.9200, 0.6000, 1.5000, 41.0000, 4800, 5130, 4530
12495,29.363,95.779, 1.0300, 0.6000, 1.7000, 42.0000, 4720, 5087, 4478
12496,29.383,95.782, 0.2000, 0.3000, 0.7000, 17.0000, 4900, 5050, 4738
12497,29.385,95.792, 0.7000, 0.6000, 1.2000, 36.0000, 4700, 5052, 4510
12498,29.392,95.784, 0.6000, 0.7000, 0.9000, 34.0000, 4740, 5068, 4620
12499,29.401,95.79, 0.4500, 0.3000, 1.3000, 31.0000, 4780, 5206, 4690
12500,29.403,95.802, 0.4000, 0.5000, 0.8000, 23.0000, 4960, 5112, 4800
12501,29.407,95.814, 0.4000, 0.2000, 1.7000, 23.0000, 4700, 5112, 4280
12502,29.413,95.803, 1.4000, 0.5000, 2.7000, 48.0000, 4800, 5179, 4570
12503,29.424,95.811, 0.3000, 0.5000, 0.6000, 20.0000, 4680, 4950, 4500
12504,29.407,95.789, 0.3500, 0.3000, 1.3000, 21.0000, 4600, 5179, 4455
12505,29.402,95.786, 0.1000, 0.2000, 0.6000, 12.0000, 4700, 4840, 4520
12506,29.413,95.764, 0.3300, 0.4000, 0.8000, 21.0000, 4780, 5024, 4580
12507,29.399,95.763, 0.2500, 0.3000, 0.9000, 18.0000, 4720, 5029, 4520
12508,29.399,95.778, 0.4800, 0.4000, 1.3000, 31.0000, 4670, 5013, 4550
12509,29.368,95.769, 0.2000, 0.2000, 1.0000, 17.0000, 4780, 5053, 4520
12510,29.363,95.768, 0.2500, 0.4000, 0.6000, 17.0000, 4920, 5053, 4750
12511,29.356,95.775, 0.5300, 0.7000, 0.8000, 33.0000, 4880, 5087, 4640
12512,29.349,95.78, 0.3800, 0.4000, 0.9000, 22.0000, 4840, 5130, 4620
12513,29.333,95.783, 0.6300, 0.4000, 1.7000, 35.0000, 4260, 5203, 4000
12514,29.104,96.206, 0.1500, 0.3000, 0.5000, 15.0000, 4640, 4800, 4560
12515,29.11,96.216, 0.7000, 0.9000, 0.8000, 36.0000, 4680, 4800, 4520
12516,29.055,96.214, 1.1000, 0.6000, 1.8000, 43.0000, 4600, 4918, 4415
12517,29.037,96.207, 0.3800, 0.4000, 1.0000, 28.0000, 4680, 4940, 4420
12518,29.033,96.208, 0.0500, 0.1000, 0.6000, 9.0000, 4900, 4980, 4780
12519,29.059,96.231, 0.2300, 0.4000, 0.6000, 18.0000, 4700, 4886, 4560
12520,29.101,96.279, 0.6000, 0.7000, 0.9000, 34.0000, 4800, 5098, 4540
12521,29.101,96.284, 0.1000, 0.2000, 0.5000, 12.0000, 4840, 5040, 4650
12522,29.111,96.301, 7.1500, 1.9000, 3.8000, 85.0000, 4780, 5182, 4290
12523,29.098,96.335, 1.0300, 0.9000, 1.2000, 42.0000, 4860, 5062, 4630
12524,29.088,96.345, 1.2800, 1.2000, 1.1000, 46.0000, 4900, 5249, 4620
12525,29.073,96.358, 3.9800, 1.2000, 3.3000, 69.0000, 4900, 5426, 4040
12526,29.058,96.359, 2.1300, 0.8000, 2.6000, 55.0000, 4900, 5387, 4250
12527,29.051,96.352, 1.0000, 0.4000, 2.7000, 42.0000, 4800, 5320, 4300
12528,29.046,96.309, 0.4000, 0.7000, 0.6000, 23.0000, 4740, 4940, 4580
12529,29.058,96.32, 0.7000, 0.5000, 1.3000, 36.0000, 4700, 4949, 4400
12530,29.05,96.318, 0.1000, 0.2000, 0.6000, 12.0000, 4740, 4949, 4580
12531,29.044,96.323, 0.2500, 0.3000, 0.8000, 18.0000, 4740, 4829, 4560
12532,29.038,96.328, 0.1800, 0.5000, 0.4000, 16.0000, 4760, 4845, 4640
12533,28.427,96.915, 1.1000, 1.4000, 0.8000, 43.0000, 4920, 5310, 4680
12534,28.428,96.906, 0.2300, 0.3000, 0.9000, 18.0000, 5000, 5310, 4740
12535,28.427,96.898, 1.6500, 0.8000, 2.2000, 51.0000, 4920, 5210, 4320
12536,28.43,96.892, 0.3000, 0.4000, 0.8000, 20.0000, 4800, 5074, 4620
12537,28.454,96.872, 0.8300, 0.5000, 1.6000, 39.0000, 4540, 4900, 4280
12538,28.471,96.866, 0.2000, 0.3000, 0.7000, 17.0000, 4520, 4729, 4360
12539,28.513,96.908, 0.5000, 0.4000, 1.2000, 32.0000, 4340, 4777, 4030
12540,28.509,96.897, 0.4000, 0.3000, 1.4000, 23.0000, 4340, 4692, 4100
12541,28.505,96.89, 1.5300, 0.3000, 1.8000, 49.0000, 4430, 4905, 4090
12542,28.486,96.87, 0.4000, 0.5000, 0.8000, 23.0000, 4200, 4640, 3900
12543,28.485,96.865, 0.1000, 0.2000, 0.5000, 12.0000, 4500, 4729, 4260
12544,28.488,96.855, 0.6000, 0.7000, 0.9000, 34.0000, 4300, 4722, 4120
12545,28.603,96.789, 0.3000, 0.3000, 0.9000, 20.0000, 4940, 5104, 4800
12546,28.605,96.798, 0.6500, 0.5000, 1.2000, 35.0000, 4900, 5251, 4560
12547,28.61,96.809, 0.5300, 0.5000, 1.1000, 33.0000, 4900, 5251, 4720
12548,28.614,96.803, 1.8500, 1.5000, 1.2000, 53.0000, 4700, 5251, 4240
12549,28.607,96.786, 0.5500, 0.4000, 1.5000, 33.0000, 4880, 5237, 4610
12550,28.634,96.711, 0.2500, 0.3000, 0.8000, 18.0000, 4600, 4800, 4280
12551,28.636,96.708, 0.0500, 0.1000, 0.4000, 9.0000, 4500, 4800, 4400
12552,28.638,96.703, 0.3000, 0.3000, 1.0000, 20.0000, 4500, 5000, 4140
12553,28.652,96.697, 0.5000, 0.4000, 1.2000, 32.0000, 4800, 5157, 4360
12554,28.657,96.692, 0.4500, 0.6000, 0.8000, 31.0000, 4920, 5136, 4710
12555,28.65,96.689, 0.1000, 0.3000, 0.3000, 12.0000, 5040, 5130, 4940
12556,28.63,96.69, 0.7500, 0.6000, 1.2000, 37.0000, 4800, 5100, 4440
12557,28.629,96.708, 0.4000, 0.4000, 0.9000, 23.0000, 4760, 5031, 4560
12558,28.721,96.673, 0.1000, 0.2000, 0.6000, 12.0000, 5120, 5300, 5040
12559,28.725,96.672, 0.5500, 0.5000, 1.1000, 33.0000, 4900, 5300, 4720
12560,28.709,96.661, 0.1000, 0.1000, 0.7000, 12.0000, 4840, 5231, 4740
12561,28.699,96.655, 0.0200, 0.1000, 0.3000, 6.0000, 5000, 5100, 4900
12562,28.695,96.65, 0.3000, 0.3000, 1.0000, 20.0000, 4700, 5220, 4570
12563,28.821,96.615, 0.9300, 0.8000, 1.2000, 41.0000, 4900, 5362, 4660
12564,28.826,96.625, 0.5000, 0.4000, 1.2000, 32.0000, 4800, 5188, 4550
